code,v2,label,visited,payoff,v6,v7,liberal,comment,condition,cause,age,gender,race,volunteer,donated,politics,ceostanceopinion,ceocsropinion,trolley,risk1,risk2,risk3,risk4,risk5,amb1,amb2,amb3,amb4,amb5,amb6,amb7,fair1,fair2,fair3,fair4,fair5,fair6,fair7,fair8,fair9,fair10,risk,amb,fair,match,round_earnings_1,round_earnings_2,round_earnings_3,round_earnings_4,round_earnings_5,round_earnings_6,round_earnings_7,round_earnings_8,round_earnings_9,round_earnings_10,round_earnings_str_1,round_earnings_str_2,round_earnings_str_3,round_earnings_str_4,round_earnings_str_5,round_earnings_str_6,round_earnings_str_7,round_earnings_str_8,round_earnings_str_9,round_earnings_str_10,pre_decision_earnings_1,pre_decision_earnings_2,pre_decision_earnings_3,pre_decision_earnings_4,pre_decision_earnings_5,pre_decision_earnings_6,pre_decision_earnings_7,pre_decision_earnings_8,pre_decision_earnings_9,pre_decision_earnings_10,round_donation_str_1,round_donation_str_2,round_donation_str_3,round_donation_str_4,round_donation_str_5,round_donation_str_6,round_donation_str_7,round_donation_str_8,round_donation_str_9,round_donation_str_10,social_action_1,social_action_2,social_action_3,social_action_4,social_action_5,social_action_6,social_action_7,social_action_8,social_action_9,social_action_10,social_action_b_1,social_action_b_2,social_action_b_3,social_action_b_4,social_action_b_5,social_action_b_6,social_action_b_7,social_action_b_8,social_action_b_9,social_action_b_10,board_block_1,board_block_2,board_block_3,board_block_4,board_block_5,board_block_6,board_block_7,board_block_8,board_block_9,board_block_10,donation_1,donation_2,donation_3,donation_4,donation_5,donation_6,donation_7,donation_8,donation_9,donation_10,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10,cotton_1,cotton_2,cotton_3,cotton_4,cotton_5,cotton_6,cotton_7,cotton_8,cotton_9,cotton_10,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,type_b_1,type_b_2,type_b_3,type_b_4,type_b_5,type_b_6,type_b_7,type_b_8,type_b_9,type_b_10,cotton_b_1,cotton_b_2,cotton_b_3,cotton_b_4,cotton_b_5,cotton_b_6,cotton_b_7,cotton_b_8,cotton_b_9,cotton_b_10,price_b_1,price_b_2,price_b_3,price_b_4,price_b_5,price_b_6,price_b_7,price_b_8,price_b_9,price_b_10,round_earnings_n_1,round_earnings_n_2,round_earnings_n_3,round_earnings_n_4,round_earnings_n_5,round_earnings_n_6,round_earnings_n_7,round_earnings_n_8,round_earnings_n_9,round_earnings_n_10,type_n_1,type_n_2,type_n_3,type_n_4,type_n_5,type_n_6,type_n_7,type_n_8,type_n_9,type_n_10,cotton_n_1,cotton_n_2,cotton_n_3,cotton_n_4,cotton_n_5,cotton_n_6,cotton_n_7,cotton_n_8,cotton_n_9,cotton_n_10,price_n_1,price_n_2,price_n_3,price_n_4,price_n_5,price_n_6,price_n_7,price_n_8,price_n_9,price_n_10,social_action_n_1,social_action_n_2,social_action_n_3,social_action_n_4,social_action_n_5,social_action_n_6,social_action_n_7,social_action_n_8,social_action_n_9,social_action_n_10,board_block_n_1,board_block_n_2,board_block_n_3,board_block_n_4,board_block_n_5,board_block_n_6,board_block_n_7,board_block_n_8,board_block_n_9,board_block_n_10,donate_num,donate_num_1h,donate_num_2h,black,eastasian,hispanic,multiracial,other,southasian,white,asian,other_race,female,male,nonbinary,unkgender,mismatch,control,match_,earnings,earnings_1h,earnings_2h,donate_pct,donate_pct_1h,donate_pct_2h
jvyggweb,lsz5p530,,1,3.25,jvyggweb,lsz5p530,1,,Baseline,the National Rifle Association (NRA),76,0,White,1,1,5,5,5,1,1,1,0,0,0,0,1,0,1,0,1,1,-1,-3,-5,2,-2,-3,-1,-5,1,-1,2,4,-1.8,0,3,.44999999,3,.44999999,3.0899999,4.0500002,.44999999,4.0500002,4.0500002,4.0500002,3,.44999999,3,.44999999,3.0899999,4.0500002,.44999999,4.0500002,4.0500002,4.0500002,,,,,,,,,,,0,.050000001,0,.050000001,0,.44999999,.050000001,.44999999,.44999999,.44999999,0,1,0,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,.029999999,0,0,0,0,0,.25,Sweater Vest,Turtleneck,Sweater Vest,Cardigan,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,98,80,80,85,40,70,40,40,40,49,85,49,75,45,99,109,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,.44999999,3,45,3.0899999,4.0500002,.44999999,4.0500002,4.0500002,4.0500002,Sweater Vest,Turtleneck,Sweater Vest,Cardigan,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,98,80,80,85,40,70,40,40,40,49,85,49,75,45,99,109,99,99,99,No Action,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,7,2,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,26.639999,9.9899998,16.650002,.69999999,.2,.5
kj6wmxl9,lsz5p530,,1,4.4099998,kj6wmxl9,lsz5p530,1,,Baseline,Everytown for Gun Safety,50,2,White,1,1,5,5,5,1,0,0,0,1,1,0,0,0,1,1,1,1,-4,-5,-5,0,-5,-5,-1,-5,-5,-5,2,4,-4,1,3.04,3.04,3.1400001,.44999999,3.1900001,.81,4.1799998,3.51,6.0700002,6.75,3.04,3.04,3.1400001,.44999999,3.1900001,.81,4.1799998,3.51,6.0700002,6.75,,,,,,,,,,,0,0,0,.050000001,0,.090000004,.47,.38999999,.68000001,.75,0,0,0,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,.029999999,0,0,0,0,0,.41,Cardigan,Turtleneck,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,85,85,85,85,90,50,30,40,25,20,40,40,40,40,40,85,90,95,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,3.04,3.1400001,.44999999,3.1900001,.81,4.1799998,3.51,6.0700002,6.75,Cardigan,Turtleneck,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,85,85,85,85,90,50,30,40,25,20,40,40,40,40,40,85,90,95,99,99,No Action,No Action,No Action,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,6,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,34.18,12.860001,21.32,.60000002,.1,.5
o3w25nsn,lsz5p530,,1,2.1300001,o3w25nsn,lsz5p530,1,,Baseline,The American Red Cross,46,0,White,1,1,4,3,5,1,0,0,1,0,1,0,0,0,0,1,1,1,-3,0,-3,-4,0,0,-3,-5,0,-4,2,3,-2.2,2,2.9000001,.44999999,2.8399999,2.6099999,2.6099999,.44999999,5.5300002,1.84,1.6,.44999999,2.9000001,.44999999,2.8399999,2.6099999,2.6099999,.44999999,5.5300002,1.84,1.6,.44999999,,,,,,,,,,,0,.050000001,0,.28999999,.28999999,.050000001,.62,0,0,.050000001,0,1,0,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,.14,0,0,0,0,0,.17,Cardigan,Sweater Vest,Sweater Vest,Turtleneck,Turtleneck,Cardigan,Cardigan,Turtleneck,Cardigan,Cardigan,80,80,75,70,65,40,10,10,10,100,49,51,60,60,65,60,80,85,109,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9000001,,2.8399999,2.6099999,2.6099999,.44999999,5.5300002,1.84,,,Sweater Vest,Sweater Vest,Sweater Vest,Turtleneck,,Cardigan,Cardigan,Turtleneck,Sweater Vest,Turtleneck,80,80,75,70,65,40,10,10,99,100,49,55,60,60,65,60,80,85,109,109,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,,Donate 10% of Period Earnings,,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,No Action,,,,,,,,,,,6,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21.280001,11.41,9.8699999,.60000002,.30000001,.30000001
gr0idmpp,lsz5p530,,1,3.7,gr0idmpp,lsz5p530,1,,Baseline,the National Rifle Association (NRA),31,1,White,1,1,5,4,4,1,0,0,0,1,1,0,0,0,1,0,1,1,0,-5,-5,-5,0,-3,5,-5,0,-5,2,3,-2.3,0,3,3,2.9400001,3.0999999,3,2,2.3,3.0999999,3.0999999,3.0999999,3,3,2.9400001,3.0999999,3,2,2.3,3.0999999,3.0999999,3.0999999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Sweater Vest,Sweater Vest,Sweater Vest,80,80,60,90,100,40,60,90,90,90,49,49,35,49,49,99,89,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2.9400001,3.0999999,3,2,2.3,,,,Sweater Vest,,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,,,,80,,60,90,100,40,60,,,,49,,35,49,49,99,89,,,,No Action,,No Action,No Action,No Action,No Action,No Action,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,28.640001,15.040001,13.6,0,0,0
j2b3yr0o,lsz5p530,,1,4.1999998,j2b3yr0o,lsz5p530,1,,Baseline,Everytown for Gun Safety,20,0,White,0,1,5,4,4,1,0,0,0,1,1,0,0,0,0,1,1,1,-4,-5,3,5,-4,-2,-5,-4,1,-4,2,3,-1.9,1,.44999999,.44999999,1.8,1.8,1.8,.44999999,2.7,4.0500002,5.4000001,5.4000001,.44999999,.44999999,1.8,1.8,1.8,.44999999,2.7,4.0500002,5.4000001,5.4000001,,,,,,,,,,,.050000001,.050000001,.2,.2,.2,.050000001,.30000001,.44999999,.60000002,.60000002,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,.1,0,0,0,0,0,.40000001,Sweater Vest,Cardigan,Turtleneck,Turtleneck,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,80,80,70,50,40,30,30,49,59,59,59,59,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.44999999,.44999999,1.8,1.8,1.8,.44999999,2.7,4.0500002,5.4000001,5.4000001,Sweater Vest,Cardigan,Turtleneck,Turtleneck,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,80,80,70,50,40,30,30,49,59,59,59,59,99,99,99,99,99,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,10,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,24.299999,6.3000002,18,1,.5,.5
1ukkmcd6,lsz5p530,,1,3.9200001,1ukkmcd6,lsz5p530,1,,Baseline,The American Red Cross,21,0,East Asian,1,1,4,1,5,0,0,0,0,1,1,0,0,0,0,1,1,1,-3,2,-2,3,0,-3,2,2,-2,-2,2,3,-.30000001,2,3,.44999999,3,3,3,4.0500002,2,4.0500002,4.0500002,4.0500002,3,.44999999,3,3,3,4.0500002,2,4.0500002,4.0500002,4.0500002,,,,,,,,,,,0,.050000001,0,0,0,.44999999,0,.44999999,.44999999,.44999999,0,1,0,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,.22,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,80,80,40,40,40,40,40,49,59,49,49,49,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,.44999999,,3,,4.0500002,2,,,,Sweater Vest,Sweater Vest,,Sweater Vest,,Cardigan,Cardigan,,,,80,80,,80,,40,40,,,,49,59,,49,,99,99,,,,No Action,Donate 10% of Period Earnings,,No Action,,Donate 10% of Period Earnings,No Action,,,,,,,,,,,,,,5,1,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,30.649998,12.45,18.200001,.5,.1,.40000001
3ylfhbew,lsz5p530,,1,3,3ylfhbew,lsz5p530,1,,Baseline,the National Rifle Association (NRA),19,1,East Asian,0,1,4,3,3,1,0,0,0,1,1,0,0,0,0,1,1,1,5,-2,-2,-4,5,0,3,0,3,2,2,3,1,0,2.6900001,.44999999,.44999999,.44999999,2.5899999,4.0500002,.44999999,2.49,.44999999,4.0500002,2.6900001,.44999999,.44999999,.44999999,2.5899999,4.0500002,.44999999,2.49,.44999999,4.0500002,,,,,,,,,,,0,.050000001,.050000001,.050000001,0,.44999999,.050000001,0,.050000001,.44999999,0,1,1,1,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,.029999999,0,0,0,0,0,.25,Turtleneck,Sweater Vest,Cardigan,Turtleneck,Turtleneck,Cardigan,Turtleneck,Sweater Vest,Turtleneck,Cardigan,90,80,100,95,80,40,60,40,100,40,80,60,40,100,80,99,100,60,109,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6900001,.44999999,.44999999,.44999999,2.5899999,4.0500002,.44999999,2.49,.44999999,4.0500002,Turtleneck,Sweater Vest,Cardigan,Turtleneck,Turtleneck,Cardigan,Turtleneck,Sweater Vest,Turtleneck,Cardigan,90,80,100,95,80,40,60,40,100,40,80,60,40,100,80,99,100,60,109,99,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,7,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,18.119999,6.6300001,11.49,.69999999,.30000001,.40000001
f08boo5g,lsz5p530,,1,3.2,f08boo5g,lsz5p530,1,,Baseline,Everytown for Gun Safety,20,1,Hispanic,0,0,4,3,2,1,0,0,0,1,1,0,0,0,0,0,0,1,-5,1,-3,-5,-5,-3,-1,-5,-4,-5,2,1,-3.5,1,3,2.7,.44999999,2.9000001,2.6900001,.44999999,1.8,4.0500002,5.4000001,1.9,3,2.7,.44999999,2.9000001,2.6900001,.44999999,1.8,4.0500002,5.4000001,1.9,,,,,,,,,,,0,0,.050000001,0,0,.050000001,0,.44999999,.60000002,0,0,0,1,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Sweater Vest,Cardigan,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,80,50,80,20,40,30,30,49,69,69,59,50,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.7,.44999999,2.9000001,2.6900001,.44999999,1.8,4.0500002,5.4000001,1.9,Sweater Vest,Cardigan,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,80,50,80,20,40,30,30,49,69,69,59,50,99,99,99,99,99,No Action,No Action,,No Action,No Action,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,No Action,,,,,,,,,,,4,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,25.34,11.74,13.6,.40000001,.1,.30000001
pvw6z30d,lsz5p530,,1,1.26,pvw6z30d,lsz5p530,1,,Baseline,The American Red Cross,25,0,South Asian,1,1,5,5,4,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,2,2.9000001,.44999999,.44999999,.44999999,.44999999,4.0500002,1.35,.44999999,2.1600001,.44999999,2.9000001,.44999999,.44999999,.44999999,.44999999,4.0500002,1.35,.44999999,2.1600001,.44999999,,,,,,,,,,,0,.050000001,.050000001,.050000001,.050000001,.44999999,.15000001,.050000001,.23999999,.050000001,0,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,.029999999,0,0,0,0,0,.059999999,Cardigan,Sweater Vest,Cardigan,Sweater Vest,Turtleneck,Cardigan,Cardigan,Sweater Vest,Turtleneck,Cardigan,80,50,65,35,100,40,60,85,50,100,49,35,40,50,25,99,99,85,65,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9000001,,,,,,,,,,Cardigan,,,,,,,,,,80,,,,,,,,,,49,,,,,,,,,,No Action,,,,,,,,,,,,,,,,,,,,9,4,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,13.16,4.6999998,8.46,.89999998,.40000001,.5
y18ml5eb,lsz5p530,,1,5.71,y18ml5eb,lsz5p530,1,,Baseline,the National Rifle Association (NRA),22,1,Hispanic,1,1,4,3,3,1,0,0,1,1,1,1,1,0,0,0,1,1,3,4,1,2,4,1,4,1,3,3,3,4,2.5999999,0,3,3.0999999,3,2.9400001,.44999999,4.0500002,5.4000001,6.75,5.9400001,6.8800001,3,3.0999999,3,2.9400001,.44999999,4.0500002,5.4000001,6.75,5.9400001,6.8800001,,,,,,,,,,,0,0,0,0,.050000001,.44999999,.60000002,.75,.66000003,.76999998,0,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,.38,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,90,100,85,85,40,30,0,0,1,49,49,49,50,50,99,99,99,105,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0999999,3,2.9400001,.44999999,4.0500002,5.4000001,6.75,5.9400001,6.8800001,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,90,100,85,85,40,30,0,0,1,49,49,49,50,50,99,99,99,105,99,No Action,No Action,No Action,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,6,1,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,41.510002,12.490001,29.02,.60000002,.1,.5
meqtzucy,lsz5p530,,1,4.4099998,meqtzucy,lsz5p530,1,,Baseline,Everytown for Gun Safety,36,0,White,1,1,5,5,5,1,0,0,0,1,1,0,0,0,0,1,1,1,-4,-5,-4,0,-4,-5,0,-5,-4,-5,2,3,-3.5999999,1,.44999999,.44999999,.44999999,.44999999,.44999999,5.4000001,6.75,8.1000004,7.4299998,6.75,.44999999,.44999999,.44999999,.44999999,.44999999,5.4000001,6.75,8.1000004,7.4299998,6.75,,,,,,,,,,,.050000001,.050000001,.050000001,.050000001,.050000001,.60000002,.75,.89999998,.81999999,.75,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,.029999999,0,0,0,0,0,.41,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,78,74,50,30,20,10,5,10,50,49,55,58,55,99,99,99,99,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.44999999,.46000001,.44999999,.44999999,.44999999,5.4000001,6.75,8.1000004,7.4299998,6.75,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,78,74,50,30,20,10,5,10,50,49,55,58,55,99,99,99,99,109,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,10,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,36.68,2.25,34.43,1,.5,.5
psrhgr6f,lsz5p530,,1,3.5599999,psrhgr6f,lsz5p530,1,,Baseline,The American Red Cross,29,0,White,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-2,-4,2,-4,0,0,2,0,5,7,-.2,2,3,2.8900001,.44999999,2.6900001,.44999999,.44999999,4.0500002,4.0500002,4.0500002,4.0500002,3,2.8900001,.44999999,2.6900001,.44999999,.44999999,4.0500002,4.0500002,4.0500002,4.0500002,,,,,,,,,,,0,0,.050000001,0,.050000001,.050000001,.44999999,.44999999,.44999999,.44999999,0,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,.22,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,80,80,80,40,40,40,40,49,60,49,70,70,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.8900001,.44999999,2.6900001,.44999999,.44999999,4.0500002,4.0500002,4.0500002,4.0500002,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,80,80,80,40,40,40,40,49,60,49,70,70,99,99,99,99,99,No Action,No Action,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,7,2,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,26.130001,9.4800005,16.650002,.69999999,.2,.5
cohgzu9g,lsz5p530,,1,3.4400001,cohgzu9g,lsz5p530,1,,Baseline,the National Rifle Association (NRA),27,1,Hispanic,1,1,5,4,4,1,0,0,0,1,1,0,0,0,0,1,1,1,-4,-2,-3,-3,0,-3,-4,-5,-3,-3,2,3,-3,0,2.9400001,2.99,2.9400001,3.1400001,3.04,2.3900001,2.9400001,3.04,2.9400001,3.04,2.9400001,2.99,2.9400001,3.1400001,3.04,2.3900001,2.9400001,3.04,2.9400001,3.04,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Sweater Vest,Turtleneck,Turtleneck,80,80,70,90,100,100,100,100,100,90,55,50,45,45,45,100,45,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9400001,2.99,2.9400001,3.1400001,3.04,2.3900001,2.9400001,3.04,2.9400001,3.04,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Sweater Vest,Turtleneck,Turtleneck,80,80,70,90,100,100,100,100,100,90,55,50,45,45,45,100,45,45,45,45,No Action,No Action,No Action,,No Action,No Action,No Action,No Action,No Action,No Action,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,29.400002,15.050001,14.349999,0,0,0
as85uejr,lsz5p530,,1,5.52,as85uejr,lsz5p530,1,,Baseline,Everytown for Gun Safety,20,0,East Asian,0,1,4,4,4,1,0,0,,,,0,0,0,,,,,-4,-3,-3,-2,-1,2,1,-3,2,-5,,,-1.6,1,3,2.9000001,2.9000001,3.0999999,3.04,.44999999,5.4000001,6.0700002,6.75,7.4299998,3,2.9000001,2.9000001,3.0999999,3.04,.44999999,5.4000001,6.0700002,6.75,7.4299998,,,,,,,,,,,0,0,0,0,0,.050000001,.60000002,.68000001,.75,.81999999,0,0,0,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,.41,Sweater Vest,Cardigan,Turtleneck,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,90,90,80,30,25,20,15,49,49,49,49,55,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.9000001,2.9000001,3.0999999,3.04,.44999999,5.4000001,6.0700002,6.75,7.4299998,Sweater Vest,Cardigan,Turtleneck,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,90,90,80,30,25,20,15,49,49,49,49,55,99,99,99,99,99,No Action,No Action,No Action,No Action,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,5,0,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,41.040001,14.94,26.1,.5,0,.5
2pk9wa8r,lsz5p530,,1,3.3499999,2pk9wa8r,lsz5p530,1,,Baseline,The American Red Cross,19,1,White,0,0,5,4,5,0,0,0,0,0,1,0,0,0,0,1,1,1,-5,-5,0,-4,-5,0,-3,-5,0,-5,1,3,-3.2,2,3,.44999999,3,3,3,4.0500002,2.7,4.0500002,4.0500002,2,3,.44999999,3,3,3,4.0500002,2.7,4.0500002,4.0500002,2,,,,,,,,,,,0,.050000001,0,0,0,.44999999,.30000001,.44999999,.44999999,0,0,1,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,80,80,40,50,40,40,40,49,49,49,49,49,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,.44999999,,,,,,,,,Sweater Vest,Sweater Vest,,,,,,,,,80,80,,,,,,,,,49,49,,,,,,,,,No Action,Donate 10% of Period Earnings,,,,,,,,,,,,,,,,,,,5,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,29.299999,12.45,16.85,.5,.1,.40000001
b2tqudh7,lsz5p530,,1,4,b2tqudh7,lsz5p530,1,,Baseline,the National Rifle Association (NRA),22,0,White,0,1,5,4,5,0,0,0,1,1,1,0,0,0,1,0,0,0,3,-5,3,-2,3,3,2,4,4,2,3,1,1.7,0,2.99,2.4000001,3,3,3,3,3,3,3,3,2.99,2.4000001,3,3,3,3,3,3,3,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Sweater Vest,Turtleneck,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,80,60,80,80,80,80,80,80,80,80,50,79,49,49,49,49,49,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,2.4000001,,,,,,,,,Sweater Vest,Turtleneck,,Sweater Vest,,Sweater Vest,,Sweater Vest,,,80,60,,80,,80,,80,,,50,79,,49,,49,,,,,No Action,No Action,,No Action,,No Action,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,29.389999,14.39,15,0,0,0
